"ID",Reference,Component,Use Case,Name,Description,State,Inherent Risk,Current Risk,Projected Risk,Planned mitigation,Current Mitigation,Reason
b0578bab-e846-45f2-af24-63fc92bdf80d,T-VIDEO-CAMERA-T-VID-01,USB Video Camera,Information Disclosure,Attackers intercept unencrypted video feed to capture sensitive footage,"<p><strong>General threat description</strong><br>Attackers intercept unencrypted video feeds to capture sensitive footage, enabling unauthorized access to visual information transmitted over the network without proper protection.</p><p><strong>Threat agents/Attack vectors</strong></p><ul><li><strong>Eavesdroppers using Wi-Fi sniffers</strong>: Tools like Wireshark or specialized hardware to capture wireless video streams.</li><li><strong>Proximity attackers</strong>: Positioned near the network to effectively intercept video transmissions.</li><li><strong>Unsecured or public networks</strong>: Transmitting video feeds over networks lacking adequate encryption measures.</li></ul><p><strong>Impacts</strong></p><ul><li><strong>Privacy breaches</strong>: Unauthorized viewing of private or sensitive areas captured by the video feeds.</li><li><strong>Data theft</strong>: Access to and potential misuse of sensitive video data.</li><li><strong>Reputational damage</strong>: Loss of trust from users or stakeholders if video data is compromised.</li></ul><p><strong>Example Attack Scenarios</strong></p><ol><li><strong>Home surveillance interception</strong>: An attacker uses a Wi-Fi sniffer to capture live feeds from a home security camera transmitting without encryption, invading the homeowner’s privacy.</li><li><strong>Corporate espionage</strong>: Sensitive areas within an office are monitored by unencrypted cameras, allowing an attacker to intercept video feeds and gain insights into confidential operations.</li><li><strong>Public venue exposure</strong>: Surveillance cameras in a public space transmit unencrypted video, enabling attackers to capture footage of individuals and activities without authorization.</li></ol>",Expose,68,68,68,0,0,
d37c1aab-9611-4ad3-aae4-0b943bf5ab9a,T-VIDEO-CAMERA-T-VID-06,USB Video Camera,Tampering,Attackers physically sabotage or gain direct access to the camera,"<p><strong>General threat description</strong><br>Attackers physically sabotage or gain direct access to video cameras to disrupt their functionality, steal devices, or manipulate their operations. Physical access allows attackers to tamper with hardware, install malicious components, or disable the camera, leading to compromised security and privacy.</p><p><strong>Threat agents/Attack vectors</strong></p><ul><li><strong>Insiders or unauthorized personnel</strong>: Individuals with physical proximity to the cameras.</li><li><strong>Theft or vandalism</strong>: Stealing cameras or damaging them to disable surveillance.</li><li><strong>Tampering</strong>: Altering hardware or installing malicious devices directly on the camera.</li></ul><p><strong>Impacts</strong></p><ul><li><strong>Loss of surveillance capability</strong>: Disabling cameras can create blind spots in security coverage.</li><li><strong>Data theft</strong>: Physical access may allow attackers to extract stored footage or credentials.</li><li><strong>Privacy breaches</strong>: Manipulated cameras can be used to spy on individuals without detection.</li><li><strong>Operational disruptions</strong>: Damaged cameras require repair or replacement, incurring additional costs.</li></ul><p><strong>Example Attack Scenarios</strong></p><ol><li><strong>Retail store sabotage</strong>: An attacker breaks into a store after hours to disable security cameras, facilitating theft.</li><li><strong>Office environment intrusion</strong>: A disgruntled employee physically accesses and tampers with surveillance equipment to cover unauthorized activities.</li><li><strong>Public space vandalism</strong>: Attackers damage cameras in a public area to prevent monitoring of criminal activities.</li></ol>",Expose,94,94,94,0,0,
c37b8098-67c4-4e8e-a8fe-3a637a9b96ad,T-VIDEO-CAMERA-T-VID-05,USB Video Camera,Tampering,Attackers tamper with camera configurations or settings,"<p><strong>General threat description</strong><br>Attackers modify camera settings to disrupt functionality, weaken security, or redirect video streams, compromising the effectiveness and integrity of surveillance systems.</p><p><strong>Threat agents/Attack vectors</strong></p><ul><li><strong>Insiders or unauthorized personnel</strong>: Individuals with physical or administrative access.</li><li><strong>Remote attackers</strong>: Exploiting software vulnerabilities to alter settings.</li><li><strong>Malware</strong>: Introducing malicious code that changes camera configurations.</li></ul><p><strong>Impacts</strong></p><ul><li><strong>Reduced surveillance effectiveness</strong>: Lower quality or disabled recording.</li><li><strong>Data breaches</strong>: Unauthorized access to video feeds.</li><li><strong>Operational disruptions</strong>: Time and resources needed to restore settings.</li></ul><p><strong>Example Attack Scenarios</strong></p><ol><li><strong>Office camera manipulation</strong>: An attacker lowers camera resolution to obscure details.</li><li><strong>Public area sabotage</strong>: Disabling recordings during peak hours to facilitate theft.</li><li><strong>Home security breach</strong>: Redirecting video feeds to an external server without the homeowner’s knowledge.</li></ol>",Expose,68,68,68,0,0,
952c4c52-1dd5-4386-b726-b41967f8893f,T-AZURE-APPLICATION-INSIGHTS-T-AZURE-01,IoTEdgeMetricsCollector,Repudiation,Exploitation of insufficient logging and monitoring,"<strong>General threat description</strong><br>  
Attackers may exploit weaknesses in system monitoring and logging functions, allowing them to carry out malicious activities without detection.  
<br><strong>Threat agents/Attack vectors</strong><br>  
Cybercriminals and advanced persistent threat (APT) groups that leverage sophisticated techniques to bypass or disable inadequate logging mechanisms.  
<br><strong>Impacts</strong><br>  
Unauthorized access to sensitive information, data tampering, and disruptions due to undetected prolonged presence can compromise system integrity and confidentiality.  
<br><strong>Example Attack Scenarios</strong><br>  
An attacker gains access to the system and disables logging activities on critical components, allowing them to extract sensitive data over time without triggering alerts. Another scenario involves attackers hijacking vulnerabilities in the logging configuration to erase traces of unauthorized activities, thus avoiding detection by security teams.",Expose,66,66,66,0,0,
feed426b-6945-4328-91c5-596c25a4ef23,T-AZURE-APPLICATION-INSIGHTS-T-AZURE-01,Azure Application Insights,Repudiation,Exploitation of insufficient logging and monitoring,"<strong>General threat description</strong><br>  
Attackers may exploit weaknesses in system monitoring and logging functions, allowing them to carry out malicious activities without detection.  
<br><strong>Threat agents/Attack vectors</strong><br>  
Cybercriminals and advanced persistent threat (APT) groups that leverage sophisticated techniques to bypass or disable inadequate logging mechanisms.  
<br><strong>Impacts</strong><br>  
Unauthorized access to sensitive information, data tampering, and disruptions due to undetected prolonged presence can compromise system integrity and confidentiality.  
<br><strong>Example Attack Scenarios</strong><br>  
An attacker gains access to the system and disables logging activities on critical components, allowing them to extract sensitive data over time without triggering alerts. Another scenario involves attackers hijacking vulnerabilities in the logging configuration to erase traces of unauthorized activities, thus avoiding detection by security teams.",Expose,66,66,66,0,0,
96bec77a-6634-4aad-af44-6a33c32aa644,T-STORAGE-4,Azure Storage,Information Disclosure,Insecure storage of credentials and hard-coded credentials in configuration files,"<strong>General threat description</strong><br>
Storing secrets and credentials in insecure locations, embedding them into code or configuration files, using local authentication methods for data plane access, and relying on service principals with hard-coded credentials pose significant security risks. These practices can lead to unauthorized access, data breaches, and compromise of sensitive information.

<br><strong>Threat agents/Attack vectors</strong><br>
Threat agents could include malicious actors, insiders with malicious intent, and unauthorized users. Attack vectors may involve unauthorized access to code repositories, exploitation of insecure storage of credentials, interception of hard-coded credentials, and exploitation of vulnerabilities in local authentication methods.

<br><strong>Impacts</strong><br>
The impacts of these threats include unauthorized access to sensitive data, data breaches, compromise of credentials, privilege escalation, unauthorized manipulation or deletion of data, and potential compliance violations.

<br><strong>Example Attack Scenarios</strong><br>
1. An attacker gains unauthorized access to code repositories or configuration files containing embedded secrets and credentials, leading to unauthorized access to Azure resources and sensitive data.
2. An insider with access to local authentication methods abuses their privileges to gain unauthorized access to the data plane, compromising sensitive data and integrity of Azure services.
3. A malicious actor intercepts hard-coded credentials from service principals, exploiting them to gain unauthorized access and exfiltrate sensitive information from Azure services and resources.",Expose,68,68,68,0,0,
272b4874-1ff3-4f97-8503-86c66fcd3842,T-STORAGE-4,Azure,Information Disclosure,Insecure storage of credentials and hard-coded credentials in configuration files,"<strong>General threat description</strong><br>
Storing secrets and credentials in insecure locations, embedding them into code or configuration files, using local authentication methods for data plane access, and relying on service principals with hard-coded credentials pose significant security risks. These practices can lead to unauthorized access, data breaches, and compromise of sensitive information.

<br><strong>Threat agents/Attack vectors</strong><br>
Threat agents could include malicious actors, insiders with malicious intent, and unauthorized users. Attack vectors may involve unauthorized access to code repositories, exploitation of insecure storage of credentials, interception of hard-coded credentials, and exploitation of vulnerabilities in local authentication methods.

<br><strong>Impacts</strong><br>
The impacts of these threats include unauthorized access to sensitive data, data breaches, compromise of credentials, privilege escalation, unauthorized manipulation or deletion of data, and potential compliance violations.

<br><strong>Example Attack Scenarios</strong><br>
1. An attacker gains unauthorized access to code repositories or configuration files containing embedded secrets and credentials, leading to unauthorized access to Azure resources and sensitive data.
2. An insider with access to local authentication methods abuses their privileges to gain unauthorized access to the data plane, compromising sensitive data and integrity of Azure services.
3. A malicious actor intercepts hard-coded credentials from service principals, exploiting them to gain unauthorized access and exfiltrate sensitive information from Azure services and resources.",Expose,68,68,68,0,0,
c0ec6b0c-0d12-4530-bc21-aef60c0e56a5,T-AZURE-IOT-EDGE-T-AZURE-IOT-EDGE-02,EdgeRuntime,Information Disclosure,Insufficient encryption of data at rest,"<strong>General threat description</strong><br> IoT Edge devices may store sensitive data that is vulnerable to exposure if adequate encryption measures are not employed, resulting in potential unauthorized access to this data. <br><strong>Threat agents/Attack vectors</strong><br> Potential attackers could include malicious insiders, cybercriminals, or entities with physical access to the device that exploit weak or absent encryption protocols. <br><strong>Impacts</strong><br> The consequences of such an exposure can include privacy violations, data breaches, loss of intellectual property, and damage to the organization's reputation. <br><strong>Example Attack Scenarios</strong><br> An attacker gains physical access to an IoT Edge device and extracts unencrypted sensitive data, or a cybercriminal intercepts data transmission between an IoT Edge device and the cloud due to inadequate encryption protocols.",Expose,63,63,63,0,0,
8ac05cbf-0c17-4921-bb30-13d39113f0f5,T-AZURE-IOT-EDGE-T-AZURE-IOT-EDGE-02,M2,Information Disclosure,Insufficient encryption of data at rest,"<strong>General threat description</strong><br> IoT Edge devices may store sensitive data that is vulnerable to exposure if adequate encryption measures are not employed, resulting in potential unauthorized access to this data. <br><strong>Threat agents/Attack vectors</strong><br> Potential attackers could include malicious insiders, cybercriminals, or entities with physical access to the device that exploit weak or absent encryption protocols. <br><strong>Impacts</strong><br> The consequences of such an exposure can include privacy violations, data breaches, loss of intellectual property, and damage to the organization's reputation. <br><strong>Example Attack Scenarios</strong><br> An attacker gains physical access to an IoT Edge device and extracts unencrypted sensitive data, or a cybercriminal intercepts data transmission between an IoT Edge device and the cloud due to inadequate encryption protocols.",Expose,63,63,63,0,0,
a1963ca2-0f66-4aeb-a640-b04dfcd6c1b8,T-AZURE-IOT-EDGE-T-AZURE-IOT-EDGE-02,M3,Information Disclosure,Insufficient encryption of data at rest,"<strong>General threat description</strong><br> IoT Edge devices may store sensitive data that is vulnerable to exposure if adequate encryption measures are not employed, resulting in potential unauthorized access to this data. <br><strong>Threat agents/Attack vectors</strong><br> Potential attackers could include malicious insiders, cybercriminals, or entities with physical access to the device that exploit weak or absent encryption protocols. <br><strong>Impacts</strong><br> The consequences of such an exposure can include privacy violations, data breaches, loss of intellectual property, and damage to the organization's reputation. <br><strong>Example Attack Scenarios</strong><br> An attacker gains physical access to an IoT Edge device and extracts unencrypted sensitive data, or a cybercriminal intercepts data transmission between an IoT Edge device and the cloud due to inadequate encryption protocols.",Expose,63,63,63,0,0,
fcb96cc1-83a1-49a0-80cc-b591a549f0fd,T-AZURE-IOT-EDGE-T-AZURE-IOT-EDGE-02,M1,Information Disclosure,Insufficient encryption of data at rest,"<strong>General threat description</strong><br> IoT Edge devices may store sensitive data that is vulnerable to exposure if adequate encryption measures are not employed, resulting in potential unauthorized access to this data. <br><strong>Threat agents/Attack vectors</strong><br> Potential attackers could include malicious insiders, cybercriminals, or entities with physical access to the device that exploit weak or absent encryption protocols. <br><strong>Impacts</strong><br> The consequences of such an exposure can include privacy violations, data breaches, loss of intellectual property, and damage to the organization's reputation. <br><strong>Example Attack Scenarios</strong><br> An attacker gains physical access to an IoT Edge device and extracts unencrypted sensitive data, or a cybercriminal intercepts data transmission between an IoT Edge device and the cloud due to inadequate encryption protocols.",Expose,63,63,63,0,0,
31689ed7-dc77-4ae1-b60d-36a7dc9b05ed,T-AZURE-IOT-EDGE-T-AZURE-IOT-EDGE-02,IoT Edge Device,Information Disclosure,Insufficient encryption of data at rest,"<strong>General threat description</strong><br> IoT Edge devices may store sensitive data that is vulnerable to exposure if adequate encryption measures are not employed, resulting in potential unauthorized access to this data. <br><strong>Threat agents/Attack vectors</strong><br> Potential attackers could include malicious insiders, cybercriminals, or entities with physical access to the device that exploit weak or absent encryption protocols. <br><strong>Impacts</strong><br> The consequences of such an exposure can include privacy violations, data breaches, loss of intellectual property, and damage to the organization's reputation. <br><strong>Example Attack Scenarios</strong><br> An attacker gains physical access to an IoT Edge device and extracts unencrypted sensitive data, or a cybercriminal intercepts data transmission between an IoT Edge device and the cloud due to inadequate encryption protocols.",Expose,63,63,63,0,0,
d12d7209-466c-45ab-9b25-e6f7bdd3a203,T-AZURE-IOT-EDGE-T-AZURE-IOT-EDGE-03,EdgeRuntime,Tampering,Lack of runtime attestation,"<strong>General threat description</strong><br> The absence of runtime attestation in an IoT Edge device leads to vulnerabilities, allowing unauthorized or tampered software to operate without detection. This compromises the device's integrity, leaving it open to potential misuse and manipulation.<br><strong>Threat agents/Attack vectors</strong><br> Attackers could exploit insecure software deployment and management processes to install or manipulate software on the IoT Edge device, bypassing any conventional security measures lacking runtime verification.<br><strong>Impacts</strong><br> The impacts include a breach of device security and integrity, potentially spreading malicious software throughout the network, making sensitive data and resources accessible to hostile actors.<br><strong>Example Attack Scenarios</strong><br> An attacker gains access to the IoT Edge device's software installation process and inserts malicious code. Without runtime attestation to verify the software's legitimacy, the device operates the compromised software, which then exfiltrates sensitive data or disrupts normal operations.",Expose,37,37,37,0,0,
1a9218ea-94b9-45ec-9979-b1b63aad8ba8,T-AZURE-IOT-EDGE-T-AZURE-IOT-EDGE-03,M2,Tampering,Lack of runtime attestation,"<strong>General threat description</strong><br> The absence of runtime attestation in an IoT Edge device leads to vulnerabilities, allowing unauthorized or tampered software to operate without detection. This compromises the device's integrity, leaving it open to potential misuse and manipulation.<br><strong>Threat agents/Attack vectors</strong><br> Attackers could exploit insecure software deployment and management processes to install or manipulate software on the IoT Edge device, bypassing any conventional security measures lacking runtime verification.<br><strong>Impacts</strong><br> The impacts include a breach of device security and integrity, potentially spreading malicious software throughout the network, making sensitive data and resources accessible to hostile actors.<br><strong>Example Attack Scenarios</strong><br> An attacker gains access to the IoT Edge device's software installation process and inserts malicious code. Without runtime attestation to verify the software's legitimacy, the device operates the compromised software, which then exfiltrates sensitive data or disrupts normal operations.",Expose,37,37,37,0,0,
db53e583-4e35-41d6-8e93-a51b5aad7865,T-AZURE-IOT-EDGE-T-AZURE-IOT-EDGE-03,M3,Tampering,Lack of runtime attestation,"<strong>General threat description</strong><br> The absence of runtime attestation in an IoT Edge device leads to vulnerabilities, allowing unauthorized or tampered software to operate without detection. This compromises the device's integrity, leaving it open to potential misuse and manipulation.<br><strong>Threat agents/Attack vectors</strong><br> Attackers could exploit insecure software deployment and management processes to install or manipulate software on the IoT Edge device, bypassing any conventional security measures lacking runtime verification.<br><strong>Impacts</strong><br> The impacts include a breach of device security and integrity, potentially spreading malicious software throughout the network, making sensitive data and resources accessible to hostile actors.<br><strong>Example Attack Scenarios</strong><br> An attacker gains access to the IoT Edge device's software installation process and inserts malicious code. Without runtime attestation to verify the software's legitimacy, the device operates the compromised software, which then exfiltrates sensitive data or disrupts normal operations.",Expose,37,37,37,0,0,
d00c9490-fa1b-40eb-bf6a-18838079653d,T-AZURE-IOT-EDGE-T-AZURE-IOT-EDGE-03,M1,Tampering,Lack of runtime attestation,"<strong>General threat description</strong><br> The absence of runtime attestation in an IoT Edge device leads to vulnerabilities, allowing unauthorized or tampered software to operate without detection. This compromises the device's integrity, leaving it open to potential misuse and manipulation.<br><strong>Threat agents/Attack vectors</strong><br> Attackers could exploit insecure software deployment and management processes to install or manipulate software on the IoT Edge device, bypassing any conventional security measures lacking runtime verification.<br><strong>Impacts</strong><br> The impacts include a breach of device security and integrity, potentially spreading malicious software throughout the network, making sensitive data and resources accessible to hostile actors.<br><strong>Example Attack Scenarios</strong><br> An attacker gains access to the IoT Edge device's software installation process and inserts malicious code. Without runtime attestation to verify the software's legitimacy, the device operates the compromised software, which then exfiltrates sensitive data or disrupts normal operations.",Expose,37,37,37,0,0,
d6c88f41-fe16-43a0-8678-1911ead4c5e1,T-AZURE-IOT-EDGE-T-AZURE-IOT-EDGE-03,IoT Edge Device,Tampering,Lack of runtime attestation,"<strong>General threat description</strong><br> The absence of runtime attestation in an IoT Edge device leads to vulnerabilities, allowing unauthorized or tampered software to operate without detection. This compromises the device's integrity, leaving it open to potential misuse and manipulation.<br><strong>Threat agents/Attack vectors</strong><br> Attackers could exploit insecure software deployment and management processes to install or manipulate software on the IoT Edge device, bypassing any conventional security measures lacking runtime verification.<br><strong>Impacts</strong><br> The impacts include a breach of device security and integrity, potentially spreading malicious software throughout the network, making sensitive data and resources accessible to hostile actors.<br><strong>Example Attack Scenarios</strong><br> An attacker gains access to the IoT Edge device's software installation process and inserts malicious code. Without runtime attestation to verify the software's legitimacy, the device operates the compromised software, which then exfiltrates sensitive data or disrupts normal operations.",Expose,37,37,37,0,0,
