"ID",Reference,Component,Use Case,Threat,Name,Description,State,Test Result
1dc7b618-ac28-47ed-94b0-f9c355259089,C-STORAGE-IM-8,Azure Storage,Information Disclosure,Insecure storage of credentials and hard-coded credentials in configuration files,Restrict the exposure of credential and secrets,"When using a managed identity is not an option, ensure that secrets and credentials are stored in secure locations such as Azure Key Vault, instead of embedding them into the code and configuration files. 

If you use Azure DevOps and GitHub for your code management platform:
- Implement Azure DevOps Credential Scanner to identify credentials within the code. 
- For GitHub, use the native secret scanning feature to identify credentials or other forms of secrets within the code.

Clients such as Azure Functions, Azure Apps services, and VMs can use managed identities to access Azure Key Vault securely. See Data Protection controls related to the use of Azure Key Vault for secrets management.

Note: Azure Key Vault provides automatic rotation for supported services. For secrets which cannot be automatically rotated, ensure they are manually rotated periodically and purged when no longer in use. ",recommended,not-tested
1fb263a0-6284-438c-8077-c1f003889029,C-BROWSER-CNT-09,Browser,Tampering,Attackers distribute malware through compromised browser extensions,Implement extension whitelisting policies,"<p>Implement and regularly update extension whitelisting policies on all client machines to ensure that only approved and trusted browser extensions are installed. This control prevents the use of unauthorized or malicious extensions that could compromise the browser's security or steal sensitive data. Developers and DevOps engineers should configure management tools to enforce a whitelist of extensions and continuously review it for compliance.</p><p><strong>Implementation Steps:</strong></p><p><strong>Establish a Whitelist:</strong><br>Identify and document a list of trusted browser extensions that are approved for use within the organization.</p><p><strong>Configure Management Tools:</strong><br>Use centralized management solutions (e.g., Group Policy, MDM, or browser-specific management consoles) to enforce the extension whitelist on all client machines.</p><p><strong>Monitor Extension Usage:</strong><br>Regularly audit installed extensions to ensure compliance with the whitelist and remove any unauthorized or unapproved extensions.</p><p><strong>Review and Update Policies:</strong><br>Periodically review the whitelist and update it based on emerging threats, changes in business requirements, and updated security guidelines.</p><p><strong>References:</strong></p><ul><li><a href=""https://support.google.com/chrome/a/answer/9296680?hl=en"">Google Chrome Enterprise - Manage Chrome Extensions</a></li></ul>",recommended,not-tested
22a584c5-032c-493b-8b54-39ca4f30560e,C-AZURE-APPLICATION-INSIGHTS-CNT-03,IoTEdgeMetricsCollector,Elevation of Privilege,Attackers gain access to the system by exploiting weak security configurations,Ensure that SKU Basic/Consumption is not used on artifacts that need to be monitored,"<p>An ideal countermeasure for securing Azure Application Insights involves implementing robust access controls, monitoring, and configuration management to protect telemetry data and ensure operational resilience. Here is a detailed step-by-step guide:</p>

<ol>
    <li><strong>Restrict Access to Application Insights:</strong>
        <ul>
            <li>Navigate to the Azure Portal and select your Application Insights resource.</li>
            <li>Go to the ""Access control (IAM)"" section.</li>
            <li>Assign roles that are least privilege, such as the ""Reader"" role, to users who do not need to modify settings.</li>
            <li>Enable Multi-Factor Authentication (MFA) for all users who have access to Azure resources, including Application Insights.</li>
        </ul>
    </li>
    <li><strong>Configure Data Collection and Retention:</strong>
        <ul>
            <li>In the Azure Portal, access your Application Insights instance.</li>
            <li>Select ""Configure"" under the ""Monitoring"" section and fine-tune the data sampling rates to minimize excessive data collection.</li>
            <li>Set retention policies to automatically delete older data, aligning with your compliance requirements.</li>
        </ul>
    </li>
    <li><strong>Enable Diagnostic Settings:</strong>
        <ul>
            <li>Open your Application Insights resource in the Azure Portal.</li>
            <li>Go to ""Diagnostic settings"" and configure logging to capture detailed telemetry data.</li>
            <li>Ensure logs are being sent to a secure storage location, such as Azure Log Analytics or Azure Blob Storage, with appropriate access controls.</li>
        </ul>
    </li>
    <li><strong>Implement Alerts and Monitoring:</strong>
        <ul>
            <li>Set up alerts in the Azure Monitor for critical metrics and anomalies in Application Insights.</li>
            <li>Create customized dashboards to visualize key performance indicators and ensure timely identification of issues.</li>
        </ul>
    </li>
    <li><strong>Regularly Review and Audit Usage:</strong>
        <ul>
            <li>Periodically review audit logs and access logs to detect any unauthorized access or changes.</li>
            <li>Conduct regular security assessments to ensure all configurations align with best practices.</li>
        </ul>
    </li>
</ol>

<p><strong>References</strong></p>
<ul>
    <li><a href=""https://docs.microsoft.com/en-us/azure/role-based-access-control/role-assignments-portal"">Assign Azure roles using the Azure portal</a></li>
    
    <li><a href=""https://docs.microsoft.com/en-us/azure/azure-monitor/app/pricing"">Azure Monitor pricing and retention policies</a></li>
    <li><a href=""https://docs.microsoft.com/en-us/azure/azure-monitor/essentials/diagnostic-settings"">Manage diagnostic settings in Azure</a></li>
    <li><a href=""https://docs.microsoft.com/en-us/azure/azure-monitor/alerts/alerts-overview"">Overview of alerts in Microsoft Azure</a></li>
</ul>",recommended,not-tested
2319451e-7894-4694-8e5e-8952826e2b90,C-STORAGE-IM-7,Azure Storage,Information Disclosure,Insecure storage of credentials and hard-coded credentials in configuration files,Restrict resource access based on conditions,"Use Azure AD conditional access for more granular access controls based on user-defined conditions, such as requiring user logins from certain IP ranges (or devices) to use MFA. Azure AD Conditional Access allows you to enforce access controls on your organization’s apps based on certain conditions. 

Define the applicable conditions and criteria for Azure AD conditional access in the workload. Consider the following common use cases: 
- Requiring multi-factor authentication for users with administrative roles
- Requiring multi-factor authentication for Azure management tasks
- Blocking sign-ins for users attempting to use legacy authentication protocols
- Requiring trusted locations for Azure AD Multi-Factor Authentication registration
- Blocking or granting access from specific locations
- Blocking risky sign-in behaviors
- Requiring organization-managed devices for specific applications

Note: Granular authentication session management controls can also be implemented through Azure AD conditional access policies such as sign-in frequency and persistent browser session.",recommended,not-tested
240f0f47-5449-4481-bac1-9fac1abe82b7,C-STORAGE-BR-1,Azure Storage,Denial of Service,Unscheduled or infrequent application backups leading to potential data loss,Ensure regular automated backups,"For Azure Backup supported resources (such as Azure VMs, SQL Server, HANA databases, Azure PostgreSQL Database, File Shares, Blobs or Disks), enable Azure Backup and configure the desired frequency and retention period. For Azure VM, you can use Azure Policy to have backup automatically enabled using Azure Policy. 

For resources or services not supported by Azure Backup, use the native backup capability provided by the resource or service. For example, Azure Key Vault provides a native backup capability. 

For resources/services that are neither supported by Azure Backup nor have a native backup capability, evaluate your backup and disaster needs, and create your own mechanism as per your business requirements. For example: 
- If you use Azure Storage for data storage, enable blob versioning for your storage blobs which will allow you to preserve, retrieve, and restore every version of every object stored in your Azure Storage. 
- Service configuration settings can usually be exported to Azure Resource Manager templates. ",recommended,not-tested
248debbf-b718-4e27-97b9-f26a23e4fb49,C-AZURE-IOT-EDGE-CNT-02,M2,Information Disclosure,Insufficient encryption of data at rest,Enable encryption at rest,"<section>
    <p>To ensure that all data stored on Azure IoT Edge devices is encrypted at rest and protected from unauthorized access, follow the step-by-step guidance below using Azure's built-in encryption capabilities:</p>
    
    <ol>
        <li>
            <p>Before deploying Azure IoT Edge on your devices, ensure they support encryption at rest. This typically involves a hardware security module (HSM) or a Trusted Platform Module (TPM) for secure key storage:</p>
            <ul>
                <li>Check the device’s compatibility with encryption standards and assess whether a software-based encryption approach is necessary if hardware encryption is unavailable.</li>
            </ul>
        </li>
        <li>
            <p>Install Azure IoT Edge on your devices:</p>
            <ul>
                <li>Follow the instructions provided by Microsoft to set up the IoT Edge runtime on your equipment. Detailed setup instructions can be found <a href=""https://learn.microsoft.com/en-us/azure/iot-edge/how-to-install-iot-edge"">here</a>.</li>
            </ul>
        </li>
        <li>
            <p>Implement data encryption for modules running on IoT Edge. Use the following guidelines:</p>
            <ul>
                <li>Leverage Azure Storage account in the cloud or use Azure Blob Storage on IoT Edge. Both support server-side encryption at rest with either Microsoft-managed keys or customer-managed keys using Azure Key Vault.</li>
                <li>For data stored locally, consider utilizing BitLocker (on Windows-based IoT Edge devices) or the LUKS (Linux Unified Key Setup) encryption on Linux devices.</li>
                <li>When using Azure Blob Storage on IoT Edge, ensure that encryption features are enabled through the Azure portal or Azure CLI.</li>
            </ul>
        </li>
        <li>
            <p>Enable double encryption if needed for highly sensitive data:</p>
            <ul>
                <li>Optionally employ client-side encryption before sending data to Azure Blob Storage, ensuring another layer of protection by encrypting data with Azure's Storage Client Library before upload.</li>
            </ul>
        </li>
        <li>
            <p>Regularly review and update security policies and ensure that all software components of your IoT Edge deployments are kept up to date with security patches:</p>
            <ul>
                <li>Monitor for updates or vulnerabilities reported by Microsoft and relevant industry standards regarding encryption technologies.</li>
                <li>Implement automated update systems where possible to minimize the risk of outdated software exposing encryption keys or data.</li>
            </ul>
        </li>
    </ol>
</section>
<p><strong>References</strong></p>
<ul>
    <li><a href=""https://learn.microsoft.com/en-us/azure/iot-edge/security"">Azure IoT Edge Security</a></li>
    <li><a href=""https://learn.microsoft.com/en-us/azure/storage/common/storage-service-encryption"">Azure Storage Service Encryption</a></li>
    <li><a href=""https://learn.microsoft.com/en-us/azure/security/fundamentals/encryption-atrest"">Azure Encryption of Data at Rest</a></li>
    <li><a href=""https://learn.microsoft.com/en-us/azure/key-vault/general/overview"">Azure Key Vault Overview</a></li>
</ul>",recommended,not-tested
2b57af14-927b-4038-9c03-ee0ab71d05a4,C-STORAGE-DP-1,Azure Storage,Information Disclosure,Unauthorized access to customer-managed keys and data in Azure Storage,"Discover, classify, and label sensitive data","Use tools such as Microsoft Purview, which combines the former Azure Purview and Microsoft 365 compliance solutions, and Azure SQL Data Discovery and Classification to centrally scan, classify, and label the sensitive data that reside in the Azure, on-premises, Microsoft 365, and other locations.",recommended,not-tested
2ecbc146-401c-4689-83b1-db5c58ccbabf,C-STORAGE-DP-2,Azure Storage,Information Disclosure,Unauthorized access to customer-managed keys and data in Azure Storage,Monitor anomalies and threats targeting sensitive data,"Use Azure Information protection (AIP) to monitor the data that has been classified and labeled.

Use Microsoft Defender for Storage, Microsoft Defender for SQL, Microsoft Defender for open-source relational databases, and Microsoft Defender for Cosmos DB to alert on anomalous transfer of information that might indicate unauthorized transfers of sensitive data information.  

Note: If required for compliance of data loss prevention (DLP), you can use a host-based DLP solution from Azure Marketplace or a Microsoft 365 DLP solution to enforce detective and/or preventative controls to prevent data exfiltration.",recommended,not-tested
3076cfcb-740d-47f2-aace-abe627634e37,C-STORAGE-IM-3,Azure,Information Disclosure,Insecure storage of credentials and hard-coded credentials in configuration files,Manage application identities securely and automatically,"Use Azure managed identities, which can authenticate to Azure services and resources that support Azure AD authentication. Managed identity credentials are fully managed, rotated, and protected by the platform, avoiding hard-coded credentials in source code or configuration files. 

For services that don't support managed identities, use Azure AD to create a service principal with restricted permissions at the resource level. It is recommended to configure service principals with certificate credentials and fall back to client secrets for authentication. 
",recommended,not-tested
3670c9aa-cc0c-4aee-af17-28163c12092f,C-AZURE-APPLICATION-INSIGHTS-CNT-02,Azure Application Insights,Elevation of Privilege,Attackers gain access to the system by exploiting weak security configurations,Ensure Application Insights are configured,"<p>The absence of a countermeasure in Azure Application Insights could expose your system to threats and vulnerabilities. It is important to implement relevant security controls to ensure the safety and integrity of your data and infrastructure. Here is a step-by-step guide on how to secure your Azure Application Insights:</p>

<ol>
    <li><strong>Access Control:</strong> Implement role-based access control to restrict permissions. To configure these settings:
        <ol type=""a"">
            <li>Go to the Azure portal and select your application insights resource.</li>
            <li>Click on ""Access Control (IAM)"" from the left-hand menu.</li>
            <li>Use the ""Add"" button to assign roles to users, groups, or managed identities.</li>
            <li>Select the appropriate role based on the principle of least privilege.</li>
        </ol>
    </li>
    <li><strong>Monitor Telemetry:</strong> Regularly review telemetry data to detect abnormal patterns:
        <ol type=""a"">
            <li>In the Azure portal, navigate to your Application Insights resource.</li>
            <li>Select ""Metrics"" to view and set up alerts on usage and performance data.</li>
            <li>Configure alerts to notify you of unusual activity or thresholds being exceeded.</li>
        </ol>
    </li>
    <li><strong>Data Encryption:</strong> Ensure data encryption both at rest and in transit:
        <ol type=""a"">
            <li>Verify that server-side encryption is enabled for your telemetry data.</li>
            <li>Use HTTPS endpoints to send data securely to Application Insights.</li>
            <li>If possible, configure client-side encryption for additional data protection.</li>
        </ol>
    </li>
    <li><strong>Configuration Monitoring:</strong> Regularly review the settings of your Application Insights environment:
        <ol type=""a"">
            <li>Access the ""Properties"" section in your Application Insights resource.</li>
            <li>Periodically audit the connection strings and instrumentation keys.</li>
            <li>Ensure that endpoint configurations are securely set.</li>
        </ol>
    </li>
    <li><strong>Network Security:</strong> Implement network security controls to protect against unauthorized access:
        <ol type=""a"">
            <li>Consider using service endpoints or private endpoints where applicable.</li>
            <li>Adjust network security group rules to limit inbound and outbound traffic.</li>
        </ol>
    </li>
</ol>

<p><strong>References</strong></p>
<ul>
    <li><a href=""https://docs.microsoft.com/en-us/azure/role-based-access-control/overview"">Understanding Azure role-based access control (Azure RBAC)</a></li>
    <li><a href=""https://docs.microsoft.com/en-us/azure/azure-monitor/essentials/metrics-getting-started"">Azure Monitor metrics</a></li>
    
    <li><a href=""https://docs.microsoft.com/en-us/azure/virtual-network/security-overview"">Azure Virtual Network security</a></li>
</ul>",recommended,not-tested
